dist,Z
0,881.109985351563
5.21064400318658,881.109985351563
10.4212880063732,881.208984375
15.6319320095597,881.184997558594
20.8425760127463,881.184997558594
26.0532200159329,881.208984375
31.2638640191195,881.109985351563
36.4745080223061,881.135009765625
41.6851520254926,881.184997558594
46.8957960286792,881.258972167969
52.1064400318658,881.356994628906
57.3170840350524,881.455993652344
62.527728038239,881.455993652344
67.7383720414255,881.455993652344
72.9490160446121,881.530029296875
78.1596600477987,882.81298828125
83.3703040509853,882.789001464844
88.5809480541719,882.739013671875
93.7915920573584,882.838012695312
99.002236060545,882.763977050781
104.212880063732,882.690002441406
109.423524066918,882.690002441406
114.634168070105,882.690002441406
119.844812073291,882.715026855469
125.055456076478,882.739013671875
130.266100079664,882.640991210937
135.476744082851,882.567016601563
140.687388086038,882.442993164062
145.898032089224,882.320007324219
151.108676092411,882.245971679687
156.319320095597,882.195983886719
161.529964098784,882.171997070313
166.740608101971,882.294982910156
171.951252105157,882.294982910156
177.161896108344,882.331970214844
182.37254011153,882.591003417969
187.583184114717,882.468017578125
192.793828117903,882.27001953125
198.00447212109,881.677978515625
203.215116124277,881.900024414063
208.425760127463,882.151000976563
213.63640413065,882.195007324219
218.847048133836,882.195007324219
224.057692137023,882.482971191406
229.26833614021,882.526977539063
234.478980143396,882.815002441406
239.689624146583,882.703979492188
244.900268149769,882.703979492188
250.110912152956,882.083984375
255.321556156142,882.304992675781
260.532200159329,882.969970703125
265.742844162516,882.614990234375
270.953488165702,882.614990234375
276.164132168889,882.682006835938
281.374776172075,883.677978515625
286.585420175262,883.677978515625
291.796064178448,883.677978515625
297.006708181635,883.900024414062
302.217352184822,883.877990722656
307.427996188008,883.987976074219
312.638640191195,883.987976074219
317.849284194381,883.987976074219
323.059928197568,883.987976074219
328.270572200754,884.033020019531
333.481216203941,883.767028808594
338.691860207128,883.590026855469
343.902504210314,883.590026855469
349.113148213501,883.380004882813
